time,baseline_hazard
0,-0.0008208401588834808
1,0.00031814532773231973
2,0.0003181453277323206
3,0.00031814532773231994
4,0.00031814532773231994
5,0.00031814532773231994
6,0.0003181453277323204
7,0.00031814532773231973
8,0.00031814532773232016
9,0.00031814532773232016
10,0.00031814532773232016
11,0.00031814532773232016
12,0.00031814532773231973
13,0.0003181453277323206
14,0.00031814532773231973
15,0.0005131852294395999
16,0.0005131852294396003
17,0.0005131852294395995
18,0.0014650163108913998
19,0.001465016310891399
20,0.0014650163108914007
21,0.004413564026439
22,0.007525981207405202
23,0.012995316189836997
24,0.009326480077208904
25,0.006398499843581901
26,0.0037407125301459968
27,0.005024698578027301
28,0.006217370834121695
29,0.0035495383155005056
30,0.004731632284972101
31,0.0034927038863567933
32,0.007173329461818603
33,0.003542400742072807
34,0.0059563331917503876
35,0.012244691749340814
36,0.009661419048573996
37,0.004621205833099995
38,0.01229346872723501
39,0.009804367669116992
40,0.0023514610550310067
41,0.0073517803749020005
42,0.006191753732717992
43,0.005000955686162989
44,0.006334992619348001
45,0.006438124453981009
46,0.0012726375039379956
47,0.0006367238367170069
48,0.0006367238367170069
49,0.0012785543706209934
50,0.003920121737967991
51,0.0012796916610860187
52,0.0012794979549899943
53,0.0052722773991439875
54,0.0025972277132760013
55,0.006607936969116018
56,0.012210127291396977
57,0.006412855307041998
58,0.003755078321504013
59,0.010382283145487003
60,0.002434616679373003
61,0.0012006752653959951
62,0.007400160442671
63,0.009917759411080002
64,0.0059791167428510095
65,0.0047149651474449605
66,0.004713416677571025
67,0.012504679811064012
68,0.007213391965541993
69,0.00968676721817302
70,0.004649437616927987
71,0.007064368652709985
72,0.0056479742631430074
73,0.010724792275938977
74,0.003547841636184046
75,0.012856869094990953
76,0.002443622016926994
77,0.006351955060239001
78,0.003815395660814014
79,0.0038331576303490267
80,0.0012619114787529861
81,0.0012762857940539774
82,0.0012762857940540329
83,0.0019562618821650224
84,0.001956261882164967
85,0.006654530778718026
86,0.005335434637236958
87,0.006655087466479026
88,0.006584361444208986
89,0.0038296345871319803
90,0.009201040279973038
91,0.0037992270484799584
92,0.010492461974432044
93,0.00526953337805397
94,0.008032337541369006
95,0.0052147693120230265
96,0.013492588513308978
97,0.006203880687754015
98,0.006446475925953987
99,0.003882533714899994
100,0.006696724288402012
101,0.006633033058380977
102,0.005270411785629037
103,0.011264546898028971
104,0.006715568753510037
105,0.0042698265673679625
106,0.00903861698007502
107,0.007426923516557937
108,0.004480708927013022
109,0.004773647198725084
110,0.0015968190374349156
111,0.0032579099127290068
112,0.0033567631674430443
113,0.007140771786241951
114,0.0017417750823470746
115,0.001751260162133006
116,0.001749513847574935
117,0.005362604360589995
118,0.003663646415224986
119,0.0017715025070130785
120,0.01130785483293495
121,0.009537072901874
122,0.005543134333687028
123,0.009731368634506965
124,0.0038023885801860002
125,0.004163481056829066
126,0.014080773122911894
127,0.006677821308994081
128,0.006662140746427014
129,0.0021434573706339277
130,0.011397516132989005
131,0.010759576160041973
132,0.0070683336603520885
133,0.006904171283123928
134,0.0046228431626990085
135,0.0046228431626990085
136,0.002416551928344002
137,0.002510852913747974
138,0.005365871088663043
139,0.008282393977766977
140,0.002694323656458053
141,0.0027111869662399535
142,0.002697208052498068
143,0.0013528923893330047
144,0.0013528923893328937
145,0.008495816895943031
146,0.0027582304164700533
147,0.005657822591404016
148,0.002813443151768902
149,0.00571060584349703
150,0.002817933814760032
151,0.002817933814760032
152,0.00583116838379949
153,0.00583116838379949
154,0.00835552674223794
155,0.0054095447234400185
156,0.005663552151225049
157,0.0028607309948769366
158,0.005864855077481024
159,0.005784958704972976
160,0.0059907001481860345
161,0.01575834397220499
162,0.002844137744807962
163,0.00587204566358801
164,0.00583749863905203
165,0.003089242852931995
166,0.006155285470759053
167,0.002993249016593924
168,0.01303442526592502
169,0.006293003773187977
170,0.002960556894885058
171,0.006087724094206992
172,0.003030565087594028
173,0.006165889892513987
174,0.0030800405106704565
175,0.0030800405106704565
176,0.0010076184692443535
177,0.0010076184692443535
178,0.0010076184692443535
179,0.0
180,0.0
181,0.0016888301320435728
182,0.0016888301320434618
183,0.003525040741152008
184,0.007445570187102901
185,0.007016746806511098
186,0.006437315433968971
187,0.008983431358669969
188,0.002444120690000995
